('二团', '怀恋翻车鱼', '术士', '头部', '复仇骨帽', '16929', '+8 法术强度', '2020-22')
('四团', '玛丽安娜', '法师', '脚', '骑士中尉的丝质便鞋', '23291', '+7 耐力', '2020-22')
('四团', '玛丽安娜', '法师', '腕部', '灵风束腕', '16918', '+7 智力', '2020-22')
('四团', '玛丽安娜', '法师', '手', '骑士中尉的丝质裹手', '23290', '+2% 坐骑速度', '2020-22')
('四团', '玛丽安娜', '法师', '手指', '法术能量之戒', '19147', '', '2020-22')
('四团', '玛丽安娜', '法师', '手指', '法术能量之戒', '19147', '', '2020-22')
('四团', '玛丽安娜', '法师', '饰品', '短暂能量护符', '18820', '', '2020-22')
('四团', '玛丽安娜', '法师', '饰品', '石楠之环', '12930', '', '2020-22')
('四团', '玛丽安娜', '法师', '背部', '吞噬披风', '19857', '', '2020-22')
('四团', '玛丽安娜', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('四团', '玛丽安娜', '法师', '主手武器', '暗影之翼', '19355', '+30 法术强度', '2020-22')
('四团', '玛丽安娜', '法师', '远程', '混乱之触', '19861', '', '2020-22')
('四团', '玛丽安娜', '法师', '公会徽章', '骑士彩带', '15198', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '颈部', '普瑞斯托的阴谋饰物', '19377', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '肩部', '夜幕杀手护肩', '16823', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '衬衣', '红色亚麻衬衣', '2575', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '胸部', '血牙胸甲', '16905', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '腿部', '血牙短裤', '16909', '+14 攻击强度，+12 躲闪', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '脚', '暗影烈焰长靴', '19381', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '腕部', '血牙护腕', '16911', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '手', '夜幕杀手手套', '16826', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '饰品', '正义之手', '11815', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '背部', '黑爵士的斗篷', '13340', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '主手武器', '无面者之牙', '19859', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '副手', '熔火犬牙', '18805', '十字军', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '远程', '古拉巴什矮人摧毁者', '19853', '', '2020-22')
('四团', '毒害艾帝尔', '盗贼', '公会徽章', '列兵战袍', '15196', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '头部', '血牙头巾', '16908', '+8 敏捷', '2020-22')
('四团', '嘤嘤老师', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '肩部', '血牙肩甲', '16832', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '衬衣', '紫色丝质衬衣', '4335', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-22')
('四团', '嘤嘤老师', '盗贼', '腰部', '防腐徽记腰带', '20216', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '腿部', '血牙短裤', '16909', '+8 敏捷', '2020-22')
('四团', '嘤嘤老师', '盗贼', '脚', '血牙长靴', '16906', '+7 敏捷', '2020-22')
('四团', '嘤嘤老师', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-22')
('四团', '嘤嘤老师', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-22')
('四团', '嘤嘤老师', '盗贼', '手指', '埃古雷亚指环', '17063', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '饰品', '龙牙饰物', '19406', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '背部', '祖利安虎皮披风', '19907', '+3 敏捷', '2020-22')
('四团', '嘤嘤老师', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('四团', '嘤嘤老师', '盗贼', '主手武器', '多彩之剑', '19352', '十字军', '2020-22')
('四团', '嘤嘤老师', '盗贼', '副手', '残忍利刃', '18832', '十字军', '2020-22')
('四团', '嘤嘤老师', '盗贼', '远程', '萨特强弓', '18323', '', '2020-22')
('四团', '肉肉的球球', '猎人', '头部', '巨龙追猎者头盔', '16939', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('四团', '肉肉的球球', '猎人', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('四团', '肉肉的球球', '猎人', '肩部', '巨龙追猎者肩甲', '16937', '', '2020-22')
('四团', '肉肉的球球', '猎人', '衬衣', '皱褶捕兽者衬衣', '148', '', '2020-22')
('四团', '肉肉的球球', '猎人', '胸部', '巨龙追猎者胸甲', '16942', '+3 所有属性', '2020-22')
('四团', '肉肉的球球', '猎人', '腰部', '巨龙追猎者腰带', '16936', '', '2020-22')
('四团', '肉肉的球球', '猎人', '腿部', '巨龙追猎者腿甲', '16938', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('四团', '肉肉的球球', '猎人', '脚', '巨龙追猎者胫甲', '16941', '+7 敏捷', '2020-22')
('四团', '肉肉的球球', '猎人', '腕部', '巨龙追猎者护腕', '16935', '+9 耐力', '2020-22')
('四团', '肉肉的球球', '猎人', '手', '巨龙追猎者护手', '16940', '+7 敏捷', '2020-22')
('四团', '肉肉的球球', '猎人', '手指', '胡里奥指环', '19325', '', '2020-22')
('四团', '肉肉的球球', '猎人', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('四团', '肉肉的球球', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-22')
('四团', '肉肉的球球', '猎人', '饰品', '黑手饰物', '13965', '', '2020-22')
('四团', '肉肉的球球', '猎人', '背部', '环雾披风', '17102', '+3 敏捷', '2020-22')
('四团', '肉肉的球球', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('四团', '肉肉的球球', '猎人', '主手武器', '哈卡莱战刃', '19865', '+15 敏捷', '2020-22')
('四团', '肉肉的球球', '猎人', '副手', '残忍利刃', '18832', '+15 敏捷', '2020-22')
('四团', '肉肉的球球', '猎人', '远程', '伦鲁迪洛尔，上古守护者的长弓', '18713', '瞄准镜（+7 伤害）', '2020-22')
('四团', '夜央', '盗贼', '头部', '血牙头巾', '16908', '+8 敏捷', '2020-22')
('四团', '夜央', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('四团', '夜央', '盗贼', '肩部', '赞达拉狂妄者衬肩', '19835', '', '2020-22')
('四团', '夜央', '盗贼', '肩部', '血牙肩甲', '16832', '', '2020-22')
('四团', '夜央', '盗贼', '衬衣', '盗贼衬衣', '49', '', '2020-22')
('四团', '夜央', '盗贼', '胸部', '赞达拉狂妄者外套', '19834', '+3 所有属性', '2020-22')
('四团', '夜央', '盗贼', '胸部', '夜幕杀手胸甲', '16820', '+3 所有属性', '2020-22')
('四团', '夜央', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-22')
('四团', '夜央', '盗贼', '腿部', '血牙短裤', '16909', '+10 急速', '2020-22')
('四团', '夜央', '盗贼', '脚', '浴血软鞋', '19906', '加速略微提升', '2020-22')
('四团', '夜央', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-22')
('四团', '夜央', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-22')
('四团', '夜央', '盗贼', '手指', '黯淡的精灵戒指', '18500', '', '2020-22')
('四团', '夜央', '盗贼', '手指', '海洋之风', '18399', '', '2020-22')
('四团', '夜央', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-22')
('四团', '夜央', '盗贼', '饰品', '正义之手', '11815', '', '2020-22')
('四团', '夜央', '盗贼', '饰品', '埃雷萨拉斯皇家徽记', '18465', '', '2020-22')
('四团', '夜央', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-22')
('四团', '夜央', '盗贼', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('四团', '夜央', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('四团', '夜央', '盗贼', '主手武器', '毁灭之刃', '18816', '+5 武器伤害', '2020-22')
('四团', '夜央', '盗贼', '副手', '熔火犬牙', '18805', '+15 敏捷', '2020-22')
('四团', '夜央', '盗贼', '远程', '萨特强弓', '18323', '', '2020-22')
('四团', '夜央', '盗贼', '公会徽章', '公会徽章', '5976', '', '2020-22')
('四团', '爆你妹', '法师', '头部', '血红毡帽', '18727', '', '2020-22')
('四团', '爆你妹', '法师', '颈部', '堕灵者项链', '19876', '', '2020-22')
('四团', '爆你妹', '法师', '肩部', '灵风衬肩', '16917', '', '2020-22')
('四团', '爆你妹', '法师', '衬衣', '体面的白衬衣', '4334', '', '2020-22')
('四团', '爆你妹', '法师', '胸部', '灵风长袍', '16916', '+3 所有属性', '2020-22')
('四团', '爆你妹', '法师', '腰部', '燃魔腰带', '19136', '', '2020-22')
('四团', '爆你妹', '法师', '腿部', '裹灵护腿', '12965', '', '2020-22')
('四团', '爆你妹', '法师', '脚', '全法长靴', '11822', '加速略微提升', '2020-22')
('四团', '爆你妹', '法师', '腕部', '赞达拉幻术师裹布', '19846', '+5 智力', '2020-22')
('四团', '爆你妹', '法师', '手', '灵风手套', '16913', '+2% 坐骑速度', '2020-22')
('四团', '爆你妹', '法师', '手指', '赞吉尔指环', '19905', '', '2020-22')
('四团', '爆你妹', '法师', '手指', '赞吉尔的徽记', '19893', '', '2020-22')
('四团', '爆你妹', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-22')
('四团', '爆你妹', '法师', '饰品', '石楠之环', '12930', '', '2020-22')
('四团', '爆你妹', '法师', '背部', '哈卡莱崇拜者披风', '22711', '+70 护甲', '2020-22')
('四团', '爆你妹', '法师', '主手武器', '血之召唤者', '19864', '', '2020-22')
('四团', '爆你妹', '法师', '副手', '金度的厄运袋', '19891', '', '2020-22')
('四团', '爆你妹', '法师', '远程', '混乱之触', '19861', '', '2020-22')
('四团', '爆你妹', '法师', '公会徽章', '雷矛军服', '19032', '', '2020-22')
('四团', '冥海镇魂', '战士', '头部', '愤怒头盔', '16963', '+10 躲闪，+10 耐力，+10 招架', '2020-22')
('四团', '冥海镇魂', '战士', '头部', '黑铁头盔', '19148', '', '2020-22')
('四团', '冥海镇魂', '战士', '颈部', '屠龙大师勋章', '19383', '', '2020-22')
('四团', '冥海镇魂', '战士', '肩部', '愤怒肩铠', '16961', '', '2020-22')
('四团', '冥海镇魂', '战士', '肩部', '火焰卫士护肩', '19139', '', '2020-22')
('四团', '冥海镇魂', '战士', '衬衣', '紫色丝质衬衣', '4335', '', '2020-22')
('四团', '冥海镇魂', '战士', '胸部', '愤怒胸甲', '16966', '+100 生命值', '2020-22')
('四团', '冥海镇魂', '战士', '腰部', '力量腰带', '16864', '', '2020-22')
('四团', '冥海镇魂', '战士', '腰部', '炽热链甲束带', '16989', '', '2020-22')
('四团', '冥海镇魂', '战士', '腰部', '愤怒腰带', '16960', '', '2020-22')
('四团', '冥海镇魂', '战士', '腿部', '愤怒腿铠', '16962', '+10 躲闪，+10 耐力，+10 招架', '2020-22')
('四团', '冥海镇魂', '战士', '脚', '力量马靴', '16862', '+7 耐力', '2020-22')
('四团', '冥海镇魂', '战士', '脚', '熔火胫甲', '18806', '', '2020-22')
('四团', '冥海镇魂', '战士', '脚', '愤怒马靴', '16965', '', '2020-22')
('四团', '冥海镇魂', '战士', '腕部', '愤怒护腕', '16959', '+9 耐力', '2020-22')
('四团', '冥海镇魂', '战士', '腕部', '黑铁护腕', '17014', '+9 耐力', '2020-22')
('四团', '冥海镇魂', '战士', '手', '力量护手', '16863', '+7 力量', '2020-22')
('四团', '冥海镇魂', '战士', '手', '愤怒护手', '16964', '', '2020-22')
('四团', '冥海镇魂', '战士', '手指', '埃古雷亚指环', '17063', '', '2020-22')
('四团', '冥海镇魂', '战士', '手指', '胡里奥指环', '19325', '', '2020-22')
('四团', '冥海镇魂', '战士', '饰品', '生命宝石', '19341', '', '2020-22')
('四团', '冥海镇魂', '战士', '饰品', '埃雷萨拉斯皇家徽记', '18466', '', '2020-22')
('四团', '冥海镇魂', '战士', '饰品', '斯泰林的甲虫壳', '19431', '', '2020-22')
('四团', '冥海镇魂', '战士', '饰品', '奥妮克希亚龙血护符', '18406', '', '2020-22')
('四团', '冥海镇魂', '战士', '背部', '龙血斗篷', '17107', '+5 所有抗性', '2020-22')
('四团', '冥海镇魂', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('四团', '冥海镇魂', '战士', '主手武器', '奎尔塞拉', '18348', '十字军', '2020-22')
('四团', '冥海镇魂', '战士', '副手', '钻孔虫之碟', '17066', '+7 耐力', '2020-22')
('四团', '冥海镇魂', '战士', '副手', '哈卡莱战刃', '19866', '十字军', '2020-22')
('四团', '冥海镇魂', '战士', '远程', '爆击猎枪', '17072', '', '2020-22')
('四团', '文森凡高', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-22')
('四团', '文森凡高', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('四团', '文森凡高', '战士', '肩部', '强击护肩', '12927', '', '2020-22')
('四团', '文森凡高', '战士', '衬衣', '黑色冒险者衬衣', '4336', '', '2020-22')
('四团', '文森凡高', '战士', '胸部', '骑士队长的板甲护胸', '23300', '+100 生命值', '2020-22')
('四团', '文森凡高', '战士', '腰部', '冲击束带', '19137', '', '2020-22')
('四团', '文森凡高', '战士', '腿部', '骑士队长的板甲护腿', '23301', '+100 生命值', '2020-22')
('四团', '文森凡高', '战士', '脚', '骑士中尉的板甲战靴', '23287', '加速略微提升', '2020-22')
('四团', '文森凡高', '战士', '腕部', '狂暴者护腕', '19578', '+9 力量', '2020-22')
('四团', '文森凡高', '战士', '手', '烈焰守卫护手', '19143', '+7 力量', '2020-22')
('四团', '文森凡高', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('四团', '文森凡高', '战士', '手指', '胡里奥指环', '19325', '', '2020-22')
('四团', '文森凡高', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('四团', '文森凡高', '战士', '饰品', '钻石水瓶', '20130', '', '2020-22')
('四团', '文森凡高', '战士', '饰品', '黑手饰物', '13965', '', '2020-22')
('四团', '文森凡高', '战士', '背部', '部族之力', '22712', '', '2020-22')
('四团', '文森凡高', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('四团', '文森凡高', '战士', '主手武器', '多彩之剑', '19352', '十字军', '2020-22')
('四团', '文森凡高', '战士', '副手', '残忍利刃', '18832', '十字军', '2020-22')
('四团', '文森凡高', '战士', '副手', '无法撼动之物', '19321', '+7 耐力', '2020-22')
('四团', '文森凡高', '战士', '远程', '萨特强弓', '18323', '', '2020-22')
('四团', '文森凡高', '战士', '公会徽章', '骑士彩带', '15198', '', '2020-22')
('四团', '红烧卷心菜', '牧师', '头部', '卓越之环', '16921', '+10 智力，+10 耐力，+10 全能', '2020-22')
('四团', '红烧卷心菜', '牧师', '颈部', '生命项链', '18723', '', '2020-22')
('四团', '红烧卷心菜', '牧师', '肩部', '预言衬肩', '16816', '', '2020-22')
('四团', '红烧卷心菜', '牧师', '衬衣', '优质布衬衣', '859', '', '2020-22')
('四团', '红烧卷心菜', '牧师', '胸部', '卓越法袍', '16923', '+100 法力值', '2020-22')
('四团', '红烧卷心菜', '牧师', '腰部', '卓越腰带', '16925', '', '2020-22')
('四团', '红烧卷心菜', '牧师', '腿部', '卓越护腿', '16922', '+10 智力，+10 耐力，+10 全能', '2020-22')
('四团', '红烧卷心菜', '牧师', '脚', '卓越长靴', '16919', '加速略微提升', '2020-22')
('四团', '红烧卷心菜', '牧师', '腕部', '卓越束腕', '16926', '+13 法术强度', '2020-22')
('四团', '红烧卷心菜', '牧师', '手', '预言手套', '16812', '', '2020-22')
('四团', '红烧卷心菜', '牧师', '手指', '灼烧指环', '19140', '', '2020-22')
('四团', '红烧卷心菜', '牧师', '手指', '纯源质指环', '19382', '', '2020-22')
('四团', '红烧卷心菜', '牧师', '饰品', '恢复宝石', '19395', '', '2020-22')
('四团', '红烧卷心菜', '牧师', '饰品', '龙鳞碎片', '17064', '', '2020-22')
