('二团', '血染胸毛', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-20')
('四团', '卷毛大将', '战士', '肩部', '愤怒肩铠', '16961', '', '2020-20')
('四团', '卷毛大将', '战士', '肩部', '龙爪肩铠', '19394', '', '2020-20')
('四团', '卷毛大将', '战士', '衬衣', '主建筑师的衬衣', '11840', '', '2020-20')
('四团', '卷毛大将', '战士', '胸部', '力量胸甲', '16865', '+100 生命值', '2020-20')
('四团', '卷毛大将', '战士', '胸部', '黑色龙鳞胸甲', '15050', '+4 所有属性', '2020-20')
('四团', '卷毛大将', '战士', '腰部', '力量腰带', '16864', '', '2020-20')
('四团', '卷毛大将', '战士', '腰部', '堕落十字军腰带', '19392', '', '2020-20')
('四团', '卷毛大将', '战士', '腿部', '愤怒腿铠', '16962', '+5 躲闪', '2020-20')
('四团', '卷毛大将', '战士', '腿部', '黑色龙鳞护腿', '15052', '', '2020-20')
('四团', '卷毛大将', '战士', '脚', '力量马靴', '16862', '+7 耐力', '2020-20')
('四团', '卷毛大将', '战士', '脚', '黑色龙鳞战靴', '16984', '', '2020-20')
('四团', '卷毛大将', '战士', '腕部', '力量护腕', '16861', '+9 耐力', '2020-20')
('四团', '卷毛大将', '战士', '腕部', '原始蝙蝠皮护腕', '19687', '+9 力量', '2020-20')
('四团', '卷毛大将', '战士', '手', '力量护手', '16863', '+7 力量', '2020-20')
('四团', '卷毛大将', '战士', '手', '烈焰守卫护手', '19143', '+7 力量', '2020-20')
('四团', '卷毛大将', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('四团', '卷毛大将', '战士', '手指', '胡里奥指环', '19325', '', '2020-20')
('四团', '卷毛大将', '战士', '饰品', '斯泰林的甲虫壳', '19431', '', '2020-20')
('四团', '卷毛大将', '战士', '饰品', '黑手饰物', '13965', '', '2020-20')
('四团', '卷毛大将', '战士', '饰品', '生命宝石', '19341', '', '2020-20')
('四团', '卷毛大将', '战士', '饰品', '暗月卡片：漩涡', '19289', '', '2020-20')
('四团', '卷毛大将', '战士', '背部', '龙血斗篷', '17107', '+5 所有抗性', '2020-20')
('四团', '卷毛大将', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('四团', '卷毛大将', '战士', '主手武器', '克鲁索洛克恩，混乱之刃', '19363', '十字军', '2020-20')
('四团', '卷毛大将', '战士', '主手武器', '夜幕', '19169', '十字军', '2020-20')
('四团', '卷毛大将', '战士', '副手', '钻孔虫之碟', '17066', '+7 耐力', '2020-20')
('四团', '卷毛大将', '战士', '远程', '萨特强弓', '18323', '', '2020-20')
('四团', '老灬王', '法师', '头部', '奥术师头冠', '16795', '+8 法术强度', '2020-20')
('四团', '老灬王', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('四团', '老灬王', '法师', '颈部', '龙火护符', '16309', '', '2020-20')
('四团', '老灬王', '法师', '肩部', '少校的丝质衬肩', '23319', '', '2020-20')
('四团', '老灬王', '法师', '肩部', '光芒衬肩', '16980', '+5 火焰抗性', '2020-20')
('四团', '老灬王', '法师', '衬衣', '红色亚麻衬衣', '2575', '', '2020-20')
('四团', '老灬王', '法师', '胸部', '大法师之袍', '14152', '+100 生命值', '2020-20')
('四团', '老灬王', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('四团', '老灬王', '法师', '腿部', '灵风短裤', '16915', '+18 法术强度，+8 爆击', '2020-20')
('四团', '老灬王', '法师', '脚', '骑士中尉的丝质便鞋', '23291', '加速略微提升', '2020-20')
('四团', '老灬王', '法师', '脚', '奥术师便鞋', '16800', '加速略微提升', '2020-20')
('四团', '老灬王', '法师', '腕部', '奥术师护腕', '16799', '+7 智力', '2020-20')
('四团', '老灬王', '法师', '手', '奥术师手套', '16801', '', '2020-20')
('四团', '老灬王', '法师', '手', '光芒手套', '16979', '', '2020-20')
('四团', '老灬王', '法师', '手', '骑士中尉的丝质裹手', '23290', '+5 采矿', '2020-20')
('四团', '老灬王', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('四团', '老灬王', '法师', '手指', '铁炉堡歌唱石', '12543', '', '2020-20')
('四团', '老灬王', '法师', '手指', '橄榄石之环', '11979', '', '2020-20')
('四团', '老灬王', '法师', '饰品', '短暂能量护符', '18820', '', '2020-20')
('四团', '老灬王', '法师', '饰品', '闪耀徽章', '2802', '', '2020-20')
('四团', '老灬王', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('四团', '老灬王', '法师', '饰品', '奈萨里奥之泪', '19379', '', '2020-20')
('四团', '老灬王', '法师', '背部', '哈卡莱崇拜者披风', '22711', '', '2020-20')
('四团', '老灬王', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-20')
('四团', '老灬王', '法师', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-20')
('四团', '老灬王', '法师', '副手', '冰雪之王宝典', '19310', '', '2020-20')
('四团', '老灬王', '法师', '副手', '燃魂之颅', '13524', '', '2020-20')
('四团', '老灬王', '法师', '副手', '塞拉赞恩之触', '19315', '', '2020-20')
('四团', '老灬王', '法师', '远程', '骨寒魔杖', '19108', '', '2020-20')
('四团', '老灬王', '法师', '远程', '赤红震荡者', '17077', '', '2020-20')
('四团', '老灬王', '法师', '远程', '噬骨铁针', '13938', '', '2020-20')
('四团', '老灬王', '法师', '公会徽章', '骑士彩带', '15198', '', '2020-20')
('四团', '纭歌', '法师', '头部', '灵风头冠', '16914', '+18 法术强度，+8 爆击', '2020-20')
('四团', '纭歌', '法师', '颈部', '奥术水晶坠饰', '20037', '', '2020-20')
('四团', '纭歌', '法师', '肩部', '灵风衬肩', '16917', '', '2020-20')
('四团', '纭歌', '法师', '胸部', '大法师之袍', '14152', '', '2020-20')
('四团', '纭歌', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('四团', '纭歌', '法师', '腿部', '天空护腿', '13170', '', '2020-20')
('四团', '纭歌', '法师', '脚', '全法长靴', '11822', '加速略微提升', '2020-20')
('四团', '纭歌', '法师', '腕部', '灵风束腕', '16918', '', '2020-20')
('四团', '纭歌', '法师', '手', '灵风手套', '16913', '', '2020-20')
('四团', '纭歌', '法师', '手指', '惩戒指环', '22721', '', '2020-20')
('四团', '纭歌', '法师', '手指', '处女之戒', '13001', '', '2020-20')
('四团', '纭歌', '法师', '饰品', '比斯巨兽之眼', '13968', '', '2020-20')
('四团', '纭歌', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('四团', '纭歌', '法师', '饰品', '思维加速宝石', '19339', '', '2020-20')
('四团', '纭歌', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('四团', '纭歌', '法师', '饰品', '思维加速宝石', '19339', '', '2020-20')
('四团', '纭歌', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('四团', '纭歌', '法师', '背部', '吞噬披风', '19857', '', '2020-20')
('四团', '纭歌', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('四团', '纭歌', '法师', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-20')
('四团', '纭歌', '法师', '副手', '冰雪之王宝典', '19310', '', '2020-20')
('四团', '纭歌', '法师', '远程', '混乱之触', '19861', '', '2020-20')
('四团', '纭歌', '法师', '远程', '玛尔里之触', '19927', '', '2020-20')
('四团', '我要的幸福', '盗贼', '头部', '血牙头巾', '16908', '+100 生命值', '2020-20')
('四团', '我要的幸福', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('四团', '我要的幸福', '盗贼', '肩部', '血牙肩甲', '16832', '+5 火焰抗性', '2020-20')
('四团', '我要的幸福', '盗贼', '衬衣', '红色亚麻衬衣', '2575', '', '2020-20')
('四团', '我要的幸福', '盗贼', '胸部', '骑士队长的皮甲胸铠', '23298', '+3 所有属性', '2020-20')
('四团', '我要的幸福', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-20')
('四团', '我要的幸福', '盗贼', '腿部', '血牙短裤', '16909', '+100 生命值', '2020-20')
('四团', '我要的幸福', '盗贼', '脚', '骑士中尉的皮甲便鞋', '23285', '加速略微提升', '2020-20')
('四团', '我要的幸福', '盗贼', '腕部', '夜幕杀手护腕', '16825', '+9 耐力', '2020-20')
('四团', '我要的幸福', '盗贼', '手', '古代熔火皮手套', '18823', '+7 敏捷', '2020-20')
('四团', '我要的幸福', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-20')
('四团', '我要的幸福', '盗贼', '手指', '巨魔族长徽记', '19898', '', '2020-20')
('四团', '我要的幸福', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-20')
('四团', '我要的幸福', '盗贼', '饰品', '正义之手', '11815', '', '2020-20')
('四团', '我要的幸福', '盗贼', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('四团', '我要的幸福', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '+3 敏捷', '2020-20')
('四团', '我要的幸福', '盗贼', '主手武器', '毁灭之刃', '18816', '+5 武器伤害', '2020-20')
('四团', '我要的幸福', '盗贼', '副手', '熔火犬牙', '18805', '十字军', '2020-20')
('四团', '我要的幸福', '盗贼', '远程', '速射强弓', '17069', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '头部', '血牙头巾', '16908', '+8 敏捷', '2020-20')
('四团', '嘤嘤老师', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '肩部', '血牙肩甲', '16832', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '衬衣', '紫色丝质衬衣', '4335', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-20')
('四团', '嘤嘤老师', '盗贼', '腰部', '防腐徽记腰带', '20216', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '腿部', '血牙短裤', '16909', '+8 敏捷', '2020-20')
('四团', '嘤嘤老师', '盗贼', '脚', '血牙长靴', '16906', '+7 敏捷', '2020-20')
('四团', '嘤嘤老师', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-20')
('四团', '嘤嘤老师', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-20')
('四团', '嘤嘤老师', '盗贼', '手指', '埃古雷亚指环', '17063', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '饰品', '埃雷萨拉斯皇家徽记', '18465', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '背部', '部族之力', '22712', '', '2020-20')
('四团', '嘤嘤老师', '盗贼', '主手武器', '多彩之剑', '19352', '十字军', '2020-20')
('四团', '嘤嘤老师', '盗贼', '副手', '残忍利刃', '18832', '十字军', '2020-20')
('四团', '嘤嘤老师', '盗贼', '远程', '萨特强弓', '18323', '', '2020-20')
('四团', '冥海镇魂', '战士', '头部', '愤怒头盔', '16963', '+10 躲闪，+10 耐力，+10 招架', '2020-20')
('四团', '冥海镇魂', '战士', '头部', '黑铁头盔', '19148', '', '2020-20')
('四团', '冥海镇魂', '战士', '颈部', '屠龙大师勋章', '19383', '', '2020-20')
('四团', '冥海镇魂', '战士', '肩部', '愤怒肩铠', '16961', '', '2020-20')
('四团', '冥海镇魂', '战士', '肩部', '火焰卫士护肩', '19139', '', '2020-20')
('四团', '冥海镇魂', '战士', '衬衣', '紫色丝质衬衣', '4335', '', '2020-20')
('四团', '冥海镇魂', '战士', '胸部', '愤怒胸甲', '16966', '+100 生命值', '2020-20')
('四团', '冥海镇魂', '战士', '腰部', '力量腰带', '16864', '', '2020-20')
('四团', '冥海镇魂', '战士', '腰部', '炽热链甲束带', '16989', '', '2020-20')
('四团', '冥海镇魂', '战士', '腿部', '愤怒腿铠', '16962', '+12 躲闪', '2020-20')
('四团', '冥海镇魂', '战士', '脚', '力量马靴', '16862', '+7 耐力', '2020-20')
('四团', '冥海镇魂', '战士', '腕部', '愤怒护腕', '16959', '+9 耐力', '2020-20')
('四团', '冥海镇魂', '战士', '腕部', '黑铁护腕', '17014', '+9 耐力', '2020-20')
('四团', '冥海镇魂', '战士', '手', '力量护手', '16863', '+7 力量', '2020-20')
('四团', '冥海镇魂', '战士', '手指', '埃古雷亚指环', '17063', '', '2020-20')
('四团', '冥海镇魂', '战士', '手指', '胡里奥指环', '19325', '', '2020-20')
('四团', '冥海镇魂', '战士', '饰品', '斯泰林的甲虫壳', '19431', '', '2020-20')
('四团', '冥海镇魂', '战士', '饰品', '埃雷萨拉斯皇家徽记', '18466', '', '2020-20')
('四团', '冥海镇魂', '战士', '饰品', '生命宝石', '19341', '', '2020-20')
('四团', '冥海镇魂', '战士', '饰品', '生命宝石', '19341', '', '2020-20')
('四团', '冥海镇魂', '战士', '饰品', '奥妮克希亚龙血护符', '18406', '', '2020-20')
('四团', '冥海镇魂', '战士', '饰品', '斯泰林的甲虫壳', '19431', '', '2020-20')
('四团', '冥海镇魂', '战士', '背部', '龙血斗篷', '17107', '+5 所有抗性', '2020-20')
('四团', '冥海镇魂', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('四团', '冥海镇魂', '战士', '主手武器', '奎尔塞拉', '18348', '十字军', '2020-20')
('四团', '冥海镇魂', '战士', '副手', '钻孔虫之碟', '17066', '+7 耐力', '2020-20')
('四团', '冥海镇魂', '战士', '远程', '爆击猎枪', '17072', '', '2020-20')
('四团', '毛线球球', '牧师', '头部', '卓越之环', '16921', '+10 智力，+10 耐力，+10 全能', '2020-20')
('四团', '毛线球球', '牧师', '颈部', '生命项链', '18723', '', '2020-20')
('四团', '毛线球球', '牧师', '肩部', '卓越肩铠', '16924', '+5 火焰抗性', '2020-20')
('四团', '毛线球球', '牧师', '衬衣', '体面的白衬衣', '4334', '', '2020-20')
('四团', '毛线球球', '牧师', '胸部', '卓越法袍', '16923', '+3 所有属性', '2020-20')
('四团', '毛线球球', '牧师', '腰部', '卓越腰带', '16925', '', '2020-20')
('四团', '毛线球球', '牧师', '腿部', '卓越护腿', '16922', '+10 智力，+10 耐力，+10 全能', '2020-20')
('四团', '毛线球球', '牧师', '脚', '纯净思想长靴', '19437', '+5 全能', '2020-20')
('四团', '毛线球球', '牧师', '腕部', '预言臂甲', '16819', '+7 智力', '2020-20')
('四团', '毛线球球', '牧师', '手', '卓越护手', '16920', '+10 急速', '2020-20')
('四团', '毛线球球', '牧师', '手指', '弗丁徽记之戒', '16058', '', '2020-20')
('四团', '毛线球球', '牧师', '手指', '萨弗拉斯指环', '19138', '', '2020-20')
('四团', '毛线球球', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-20')
('四团', '毛线球球', '牧师', '饰品', '石楠之环', '12930', '', '2020-20')
('四团', '毛线球球', '牧师', '背部', '纯净思想斗篷', '19430', '+5 所有抗性', '2020-20')
('四团', '毛线球球', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('四团', '毛线球球', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-20')
('四团', '毛线球球', '牧师', '远程', '巨龙之触', '19367', '', '2020-20')
('四团', '玛丽安娜', '法师', '头部', '灵风头冠', '16914', '', '2020-20')
('四团', '玛丽安娜', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('四团', '玛丽安娜', '法师', '肩部', '灵风衬肩', '16917', '', '2020-20')
('四团', '玛丽安娜', '法师', '衬衣', '优质布衬衣', '859', '', '2020-20')
('四团', '玛丽安娜', '法师', '胸部', '波动长袍', '19145', '', '2020-20')
('四团', '玛丽安娜', '法师', '腰部', '灵风腰带', '16818', '', '2020-20')
('四团', '玛丽安娜', '法师', '腿部', '灵风短裤', '16915', '', '2020-20')
('四团', '玛丽安娜', '法师', '脚', '骑士中尉的丝质便鞋', '23291', '+7 耐力', '2020-20')
('四团', '玛丽安娜', '法师', '腕部', '灵风束腕', '16918', '+7 智力', '2020-20')
('四团', '玛丽安娜', '法师', '手', '骑士中尉的丝质裹手', '23290', '+2% 坐骑速度', '2020-20')
('四团', '玛丽安娜', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('四团', '玛丽安娜', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('四团', '玛丽安娜', '法师', '饰品', '短暂能量护符', '18820', '', '2020-20')
('四团', '玛丽安娜', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('四团', '玛丽安娜', '法师', '背部', '吞噬披风', '19857', '', '2020-20')
